filepath,label,category,source_id,duration,sample_rate,split
dataset/elephant/rumble/Rumble38.wav,1,elephant,Rumble38,6.0,44100,train
dataset/elephant/trumpet/Trumpet03.wav,1,elephant,Trumpet03,6.0,44100,train
dataset/elephant/rumble/Rumble28.wav,1,elephant,Rumble28,6.0,44100,train
dataset/elephant/roar/Roar27.wav,1,elephant,Roar27,6.0,44100,train
dataset/elephant/trumpet/Trumpet20.wav,1,elephant,Trumpet20,6.0,44100,train
dataset/elephant/trumpet/Trumpet37.wav,1,elephant,Trumpet37,6.0,44100,train
dataset/elephant/rumble/Rumble100.wav,1,elephant,Rumble100,6.0,48000,train
dataset/elephant/trumpet/Trumpet15_aug_0.wav,1,elephant,Trumpet15_aug_0,6.0,44100,train
dataset/elephant/trumpet/Trumpet05.wav,1,elephant,Trumpet05,6.0,44100,train
dataset/elephant/trumpet/Trumpet103.wav,1,elephant,Trumpet103,6.0,44100,train
dataset/elephant/roar/Roar30.wav,1,elephant,Roar30,6.0,44100,train
dataset/elephant/trumpet/Trumpet101.wav,1,elephant,Trumpet101,6.0,44100,train
dataset/elephant/rumble/Rumble106.wav,1,elephant,Rumble106,6.0,44100,train
dataset/elephant/rumble/Rumble31.wav,1,elephant,Rumble31,6.0,44100,train
dataset/elephant/rumble/Rumble44.wav,1,elephant,Rumble44,6.0,44100,train
dataset/elephant/rumble/Rumble49.wav,1,elephant,Rumble49,6.0,44100,train
dataset/elephant/roar/Roar48.wav,1,elephant,Roar48,6.0,44100,train
dataset/elephant/roar/Roar105.wav,1,elephant,Roar105,6.0,48000,train
dataset/elephant/rumble/Rumble64.wav,1,elephant,Rumble64,6.0,44100,train
dataset/elephant/rumble/Rumble107.wav,1,elephant,Rumble107,6.0,44100,train
dataset/elephant/roar/Roar74.wav,1,elephant,Roar74,6.0,44100,train
dataset/elephant/trumpet/Trumpet34.wav,1,elephant,Trumpet34,6.0,44100,train
dataset/elephant/trumpet/Trumpet24.wav,1,elephant,Trumpet24,6.0,44100,train
dataset/elephant/roar/Roar103.wav,1,elephant,Roar103,6.0,44100,train
dataset/elephant/roar/Roar77.wav,1,elephant,Roar77,6.0,48000,train
dataset/elephant/trumpet/Trumpet21.wav,1,elephant,Trumpet21,6.0,44100,train
dataset/elephant/rumble/Rumble53.wav,1,elephant,Rumble53,6.0,44100,train
dataset/elephant/roar/Roar63.wav,1,elephant,Roar63,6.0,44100,train
dataset/elephant/rumble/Rumble73.wav,1,elephant,Rumble73,6.0,44100,train
dataset/elephant/rumble/Rumble22.wav,1,elephant,Rumble22,6.0,44100,train
dataset/elephant/rumble/Rumble68.wav,1,elephant,Rumble68,6.0,44100,train
dataset/elephant/trumpet/Trumpet40_aug_0.wav,1,elephant,Trumpet40_aug_0,6.0,44100,train
dataset/elephant/rumble/Rumble46.wav,1,elephant,Rumble46,6.0,44100,train
dataset/elephant/roar/Roar37.wav,1,elephant,Roar37,6.0,44100,train
dataset/elephant/roar/Roar12.wav,1,elephant,Roar12,6.0,44100,train
dataset/elephant/roar/Roar62.wav,1,elephant,Roar62,6.0,44100,train
dataset/elephant/roar/Roar47.wav,1,elephant,Roar47,6.0,44100,train
dataset/elephant/rumble/Rumble06_aug_0.wav,1,elephant,Rumble06_aug_0,6.0,44100,train
dataset/elephant/rumble/Rumble10.wav,1,elephant,Rumble10,6.0,44100,train
dataset/elephant/roar/Roar35.wav,1,elephant,Roar35,6.0,44100,train
dataset/elephant/rumble/Rumble09.wav,1,elephant,Rumble09,6.0,44100,train
dataset/elephant/rumble/Rumble20.wav,1,elephant,Rumble20,6.0,44100,train
dataset/elephant/trumpet/Trumpet14.wav,1,elephant,Trumpet14,6.0,44100,train
dataset/elephant/trumpet/Trumpet108.wav,1,elephant,Trumpet108,6.0,44100,train
dataset/elephant/roar/Roar20.wav,1,elephant,Roar20,6.0,48000,train
dataset/elephant/trumpet/Trumpet31.wav,1,elephant,Trumpet31,6.0,44100,train
dataset/elephant/trumpet/Trumpet09.wav,1,elephant,Trumpet09,6.0,44100,val
dataset/elephant/roar/Roar68.wav,1,elephant,Roar68,6.0,44100,val
dataset/elephant/roar/Roar52.wav,1,elephant,Roar52,6.0,44100,val
dataset/elephant/trumpet/Trumpet102.wav,1,elephant,Trumpet102,6.0,44100,val
dataset/elephant/roar/Roar11.wav,1,elephant,Roar11,6.0,44100,val
dataset/elephant/roar/Roar43.wav,1,elephant,Roar43,6.0,44100,val
dataset/elephant/rumble/Rumble58.wav,1,elephant,Rumble58,6.0,44100,val
dataset/elephant/rumble/Rumble08.wav,1,elephant,Rumble08,6.0,44100,val
dataset/elephant/rumble/Rumble69.wav,1,elephant,Rumble69,6.0,44100,val
dataset/elephant/rumble/Rumble71.wav,1,elephant,Rumble71,6.0,44100,val
dataset/elephant/roar/Roar69.wav,1,elephant,Roar69,6.0,44100,val
dataset/elephant/rumble/Rumble52.wav,1,elephant,Rumble52,6.0,44100,val
dataset/elephant/roar/Roar14.wav,1,elephant,Roar14,6.0,44100,val
dataset/elephant/rumble/Rumble101.wav,1,elephant,Rumble101,6.0,44100,val
dataset/elephant/roar/Roar25.wav,1,elephant,Roar25,6.0,44100,val
dataset/elephant/rumble/Rumble47.wav,1,elephant,Rumble47,6.0,44100,val
dataset/elephant/rumble/Rumble21.wav,1,elephant,Rumble21,6.0,44100,val
dataset/elephant/roar/Roar100.wav,1,elephant,Roar100,6.0,44100,val
dataset/elephant/roar/Roar61.wav,1,elephant,Roar61,6.0,44100,val
dataset/elephant/trumpet/Trumpet30.wav,1,elephant,Trumpet30,6.0,44100,val
dataset/elephant/rumble/Rumble05.wav,1,elephant,Rumble05,6.0,44100,val
dataset/elephant/rumble/Rumble07.wav,1,elephant,Rumble07,6.0,44100,val
dataset/elephant/roar/Roar19.wav,1,elephant,Roar19,6.0,48000,val
dataset/elephant/rumble/Rumble102.wav,1,elephant,Rumble102,6.0,44100,val
dataset/elephant/trumpet/Trumpet32_aug_0.wav,1,elephant,Trumpet32_aug_0,6.0,44100,val
dataset/elephant/trumpet/Trumpet37_aug_0.wav,1,elephant,Trumpet37_aug_0,6.0,44100,val
dataset/elephant/rumble/Rumble03.wav,1,elephant,Rumble03,6.0,44100,val
dataset/elephant/trumpet/Trumpet32.wav,1,elephant,Trumpet32,6.0,44100,val
dataset/elephant/roar/Roar33.wav,1,elephant,Roar33,6.0,44100,val
dataset/elephant/trumpet/Trumpet19.wav,1,elephant,Trumpet19,6.0,44100,val
dataset/elephant/rumble/Rumble04.wav,1,elephant,Rumble04,6.0,44100,val
dataset/elephant/trumpet/Trumpet34_aug_0.wav,1,elephant,Trumpet34_aug_0,6.0,44100,val
dataset/elephant/trumpet/Trumpet10.wav,1,elephant,Trumpet10,6.0,44100,val
dataset/elephant/roar/Roar34.wav,1,elephant,Roar34,6.0,44100,val
dataset/elephant/trumpet/Trumpet14_aug_0.wav,1,elephant,Trumpet14_aug_0,6.0,44100,val
dataset/elephant/roar/Roar02.wav,1,elephant,Roar02,6.0,44100,test
dataset/elephant/roar/Roar65.wav,1,elephant,Roar65,6.0,44100,test
dataset/elephant/rumble/Rumble61.wav,1,elephant,Rumble61,6.0,44100,test
dataset/elephant/rumble/Rumble18.wav,1,elephant,Rumble18,6.0,44100,test
dataset/elephant/roar/Roar50.wav,1,elephant,Roar50,6.0,44100,test
dataset/elephant/rumble/Rumble111.wav,1,elephant,Rumble111,6.0,44100,test
dataset/elephant/trumpet/Trumpet36.wav,1,elephant,Trumpet36,6.0,44100,test
dataset/elephant/trumpet/Trumpet100.wav,1,elephant,Trumpet100,6.0,44100,test
dataset/elephant/trumpet/Trumpet03_aug_0.wav,1,elephant,Trumpet03_aug_0,6.0,44100,test
dataset/elephant/trumpet/Trumpet104.wav,1,elephant,Trumpet104,6.0,44100,test
dataset/elephant/roar/Roar44.wav,1,elephant,Roar44,6.0,44100,test
dataset/elephant/rumble/Rumble54.wav,1,elephant,Rumble54,6.0,44100,test
dataset/elephant/trumpet/Trumpet43.wav,1,elephant,Trumpet43,6.0,44100,test
dataset/elephant/rumble/Rumble65.wav,1,elephant,Rumble65,6.0,44100,test
dataset/elephant/rumble/Rumble33.wav,1,elephant,Rumble33,6.0,44100,test
dataset/elephant/roar/Roar53.wav,1,elephant,Roar53,6.0,44100,test
dataset/elephant/roar/Roar49.wav,1,elephant,Roar49,6.0,44100,test
dataset/elephant/roar/Roar18.wav,1,elephant,Roar18,6.0,48000,test
dataset/elephant/roar/Roar06.wav,1,elephant,Roar06,6.0,44100,test
dataset/elephant/roar/Roar07.wav,1,elephant,Roar07,6.0,44100,test
dataset/elephant/rumble/Rumble12.wav,1,elephant,Rumble12,6.0,44100,test
dataset/elephant/rumble/Rumble62.wav,1,elephant,Rumble62,6.0,44100,test
dataset/elephant/roar/Roar17.wav,1,elephant,Roar17,6.0,48000,test
dataset/elephant/rumble/Rumble50.wav,1,elephant,Rumble50,6.0,44100,test
dataset/elephant/trumpet/Trumpet42.wav,1,elephant,Trumpet42,6.0,44100,test
dataset/elephant/trumpet/Trumpet07_aug_0.wav,1,elephant,Trumpet07_aug_0,6.0,44100,test
dataset/elephant/roar/Roar21.wav,1,elephant,Roar21,6.0,48000,test
dataset/elephant/trumpet/Trumpet109.wav,1,elephant,Trumpet109,6.0,44100,test
dataset/elephant/roar/Roar29.wav,1,elephant,Roar29,6.0,44100,test
dataset/elephant/roar/Roar51.wav,1,elephant,Roar51,6.0,44100,test
dataset/elephant/roar/Roar56.wav,1,elephant,Roar56,6.0,44100,test
dataset/elephant/roar/Roar64.wav,1,elephant,Roar64,6.0,44100,test
dataset/elephant/trumpet/Trumpet10_aug_0.wav,1,elephant,Trumpet10_aug_0,6.0,44100,test
dataset/elephant/roar/Roar05_aug_0.wav,1,elephant,Roar05_aug_0,6.0,44100,test
dataset/elephant/roar/Roar22.wav,1,elephant,Roar22,6.0,48000,test
dataset/elephant/trumpet/Trumpet02.wav,1,elephant,Trumpet02,6.0,44100,test
dataset/non_elephant/human/2-209476-A-25.wav,0,non_elephant,2-209476,5.0,44100,train
dataset/non_elephant/animals/2-116400-A-0.wav,0,non_elephant,2-116400,5.0,44100,train
dataset/non_elephant/animals/3-127890-A-9.wav,0,non_elephant,3-127890,5.0,44100,train
dataset/non_elephant/animals/3-127890-B-9.wav,0,non_elephant,3-127890,5.0,44100,train
dataset/non_elephant/animals/3-127890-C-9.wav,0,non_elephant,3-127890,5.0,44100,train
dataset/non_elephant/human/3-94342-A-25.wav,0,non_elephant,3-94342,5.0,44100,train
dataset/non_elephant/animals/3-154957-A-1.wav,0,non_elephant,3-154957,5.0,44100,train
dataset/non_elephant/rain/3-143929-A-10.wav,0,non_elephant,3-143929,5.0,44100,train
dataset/non_elephant/rain/1-21189-A-10.wav,0,non_elephant,1-21189,5.0,44100,train
dataset/non_elephant/human/5-243025-A-25.wav,0,non_elephant,5-243025,5.0,44100,train
dataset/non_elephant/human/5-234855-A-25.wav,0,non_elephant,5-234855,5.0,44100,train
dataset/non_elephant/animals/3-170015-A-0.wav,0,non_elephant,3-170015,5.0,44100,train
dataset/non_elephant/animals/2-117271-A-0.wav,0,non_elephant,2-117271,5.0,44100,train
dataset/non_elephant/animals/3-145382-A-1.wav,0,non_elephant,3-145382,5.0,44100,train
dataset/non_elephant/animals/5-217158-A-0.wav,0,non_elephant,5-217158,5.0,44100,train
dataset/non_elephant/wind/1-47714-A-16.wav,0,non_elephant,1-47714,5.0,44100,train
dataset/non_elephant/human/2-82538-A-21.wav,0,non_elephant,2-82538,5.0,44100,train
dataset/non_elephant/animals/3-180256-A-0.wav,0,non_elephant,3-180256,5.0,44100,train
dataset/non_elephant/human/5-194533-A-21.wav,0,non_elephant,5-194533,5.0,44100,train
dataset/non_elephant/human/5-198411-A-20.wav,0,non_elephant,5-198411,5.0,44100,train
dataset/non_elephant/human/5-198411-B-20.wav,0,non_elephant,5-198411,5.0,44100,train
dataset/non_elephant/human/5-198411-C-20.wav,0,non_elephant,5-198411,5.0,44100,train
dataset/non_elephant/human/5-198411-D-20.wav,0,non_elephant,5-198411,5.0,44100,train
dataset/non_elephant/human/5-198411-E-20.wav,0,non_elephant,5-198411,5.0,44100,train
dataset/non_elephant/human/5-198411-F-20.wav,0,non_elephant,5-198411,5.0,44100,train
dataset/non_elephant/human/5-198411-G-20.wav,0,non_elephant,5-198411,5.0,44100,train
dataset/non_elephant/animals/5-231762-A-0.wav,0,non_elephant,5-231762,5.0,44100,train
dataset/non_elephant/wind/2-104952-A-16.wav,0,non_elephant,2-104952,5.0,44100,train
dataset/non_elephant/wind/2-104952-B-16.wav,0,non_elephant,2-104952,5.0,44100,train
dataset/non_elephant/human/5-201274-A-21.wav,0,non_elephant,5-201274,5.0,44100,train
dataset/non_elephant/human/1-51147-A-25.wav,0,non_elephant,1-51147,5.0,44100,train
dataset/non_elephant/rain/1-54958-A-10.wav,0,non_elephant,1-54958,5.0,44100,train
dataset/non_elephant/wind/4-163608-B-16.wav,0,non_elephant,4-163608,5.0,44100,train
dataset/non_elephant/animals/1-32318-A-0.wav,0,non_elephant,1-32318,5.0,44100,train
dataset/non_elephant/animals/4-183487-A-1.wav,0,non_elephant,4-183487,5.0,44100,train
dataset/non_elephant/animals/5-194930-A-1.wav,0,non_elephant,5-194930,5.0,44100,train
dataset/non_elephant/animals/5-194930-B-1.wav,0,non_elephant,5-194930,5.0,44100,train
dataset/non_elephant/rain/2-73260-A-10.wav,0,non_elephant,2-73260,5.0,44100,train
dataset/non_elephant/rain/2-72970-A-10.wav,0,non_elephant,2-72970,5.0,44100,train
dataset/non_elephant/rain/3-157149-A-10.wav,0,non_elephant,3-157149,5.0,44100,train
dataset/non_elephant/human/4-185415-A-21.wav,0,non_elephant,4-185415,5.0,44100,train
dataset/non_elephant/human/4-171519-A-21.wav,0,non_elephant,4-171519,5.0,44100,train
dataset/non_elephant/human/5-263501-A-25.wav,0,non_elephant,5-263501,5.0,44100,train
dataset/non_elephant/animals/3-116135-A-1.wav,0,non_elephant,3-116135,5.0,44100,train
dataset/non_elephant/human/1-187207-A-20.wav,0,non_elephant,1-187207,5.0,44100,train
dataset/non_elephant/animals/2-100786-A-1.wav,0,non_elephant,2-100786,5.0,44100,train
dataset/non_elephant/wind/1-51037-A-16.wav,0,non_elephant,1-51037,5.0,44100,train
dataset/non_elephant/human/2-209475-A-25.wav,0,non_elephant,2-209475,5.0,44100,train
dataset/non_elephant/human/2-130979-A-21.wav,0,non_elephant,2-130979,5.0,44100,train
dataset/non_elephant/animals/4-199261-A-0.wav,0,non_elephant,4-199261,5.0,44100,train
dataset/non_elephant/wind/4-144085-A-16.wav,0,non_elephant,4-144085,5.0,44100,train
dataset/non_elephant/rain/4-164206-A-10.wav,0,non_elephant,4-164206,5.0,44100,train
dataset/non_elephant/human/3-94344-A-25.wav,0,non_elephant,3-94344,5.0,44100,train
dataset/non_elephant/human/5-202220-A-21.wav,0,non_elephant,5-202220,5.0,44100,train
dataset/non_elephant/rain/4-181286-A-10.wav,0,non_elephant,4-181286,5.0,44100,train
dataset/non_elephant/human/4-59579-A-20.wav,0,non_elephant,4-59579,5.0,44100,train
dataset/non_elephant/human/4-59579-B-20.wav,0,non_elephant,4-59579,5.0,44100,train
dataset/non_elephant/rain/4-180380-A-10.wav,0,non_elephant,4-180380,5.0,44100,train
dataset/non_elephant/human/2-66637-A-20.wav,0,non_elephant,2-66637,5.0,44100,train
dataset/non_elephant/human/2-66637-B-20.wav,0,non_elephant,2-66637,5.0,44100,train
dataset/non_elephant/animals/4-184575-A-0.wav,0,non_elephant,4-184575,5.0,44100,train
dataset/non_elephant/human/5-221593-A-21.wav,0,non_elephant,5-221593,5.0,44100,train
dataset/non_elephant/animals/5-212454-A-0.wav,0,non_elephant,5-212454,5.0,44100,train
dataset/non_elephant/animals/5-233160-A-1.wav,0,non_elephant,5-233160,5.0,44100,train
dataset/non_elephant/animals/2-108763-A-9.wav,0,non_elephant,2-108763,5.0,44100,train
dataset/non_elephant/animals/3-163459-A-0.wav,0,non_elephant,3-163459,5.0,44100,train
dataset/non_elephant/animals/3-144028-A-0.wav,0,non_elephant,3-144028,5.0,44100,train
dataset/non_elephant/rain/2-117625-A-10.wav,0,non_elephant,2-117625,5.0,44100,train
dataset/non_elephant/animals/4-159426-A-9.wav,0,non_elephant,4-159426,5.0,44100,train
dataset/non_elephant/human/4-167077-A-20.wav,0,non_elephant,4-167077,5.0,44100,train
dataset/non_elephant/human/4-167077-B-20.wav,0,non_elephant,4-167077,5.0,44100,train
dataset/non_elephant/human/4-167077-C-20.wav,0,non_elephant,4-167077,5.0,44100,train
dataset/non_elephant/rain/3-142006-A-10.wav,0,non_elephant,3-142006,5.0,44100,train
dataset/non_elephant/human/2-209474-A-25.wav,0,non_elephant,2-209474,5.0,44100,train
dataset/non_elephant/human/3-142605-A-21.wav,0,non_elephant,3-142605,5.0,44100,train
dataset/non_elephant/animals/5-213855-A-0.wav,0,non_elephant,5-213855,5.0,44100,train
dataset/non_elephant/animals/2-95258-A-1.wav,0,non_elephant,2-95258,5.0,44100,train
dataset/non_elephant/animals/2-95258-B-1.wav,0,non_elephant,2-95258,5.0,44100,train
dataset/non_elephant/human/2-109505-A-21.wav,0,non_elephant,2-109505,5.0,44100,train
dataset/non_elephant/animals/1-27724-A-1.wav,0,non_elephant,1-27724,5.0,44100,train
dataset/non_elephant/animals/5-222041-A-9.wav,0,non_elephant,5-222041,5.0,44100,train
dataset/non_elephant/animals/1-39835-A-9.wav,0,non_elephant,1-39835,5.0,44100,train
